,text,label
9995,빙신들!!!!!! 저 와꾸에 저 피지컬이면 한국어 좀 배워서 김치만 처먹어도 월 10억은 간단하게 땡기는데!!!!!! 왜 힘들게 몸 파냐 이기야!!!!!!,1
9996,김선교 저 얼간이는 이제 팽당했으니 막가자는거지 아 한씨였구나 관심이 없어서.....,1
9997,열받네요 ㅡㅡ,0
9998,ㄴㄴ 제일 딸리는건 니 아이큐 아님??ㅎ,1
9999,저 새끼가 정치에 얼마나 관심이 있겠냐,1
10000,정신병자,1
10001,저것도 통계마사지 한거라서  실상 더 나쁘겠지    ,0
10002,진짜 만능짤이네,0
10003,홍성 헬게이트 오픈인가요?,0
10004,좀 있으면 들개들 3마리 몰려와서 레이드 시작함ㅅㄱ,0
10005,저러면  첨부터  그만둬야지  왜 인제 말하누....독서실 사장두 못됬지만  저녀석두 왠지 그쪽의 냄새가....,0
10006,3000이면 데렉 지터 안타하나 칠때마다 떡을 친거네 ,0
10007,계정신고해라,0
10008,피클되겠노,0
10009,중국이라고 믿고 싶다,0
10010,근데 정규재 신의한수 안정권 신혜식 이런애들 학벌도 고졸에 구리고 베리앤굿 창녀촌이나 운영하던 쌩양아치 죄좀빨갱이 새끼들임 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
10011,정도가 너무심함 저런새끼가 어떻게 사회생활가능한지 의문,1
10012,돈이 모든걸 해결함,0
10013,그냥 자극적인 유튜브판에서 재미가 없고 대체품이 너무 많이때문에 자연스레 도태된것 뿐,0
10014,무기팔면 파는 나라 입장에선 사가는 나라가 카피할까봐 이런 부분도 우려되는거임?,0
10015,난 이런 연출된 사진은 노꼴이더라 ㅁㅈㅎ,1
10016,사이비놈들이 뭐 어쨔??,0
10017,"재수좆나게업는 허접하고,쓰잘데없이 메스컴나와 발공떠는여, 재수업서서 이쌍ㅇ나오면 채널돌려요. 이영자돼지같은ㅇ하고, 재수없어",1
10018,난 빨갱이나 하는짓을 닭도 했다는 이 팩트를 니가 자꾸 말하는거 재밋음,1
10019,돈고 생기고 친구도 얻고 요즘들어 보기힘든 장면인데 ㅊㅋㅊㅋ 입니다,0
10020,원작이 따로있는데. 일본 애니짤은  왜 올리노 ㅁㅈㅎ  존나 웃기네 짤방은 72년작.흑백시절 부터 영화가 나왔지만 꾸준한 스타일이었음.,1
10021,상습 주작글 올리는 개새끼야,1
10022,병신.,1
10023,이런걸 은사죽음이라고 하는거다~~,0
10024,개인적으로  페이토자 바다하리 좋아한다다만 바다하리는 네츄럴이아닌 약빨이라서 실망했고페이토자가  경기도 재밌고 멋있는 사내라 젤로 좋아한다일단 공격도 임팩트있고 뭔가 졸라 멋있게싸움ㅋㅋ 극진가라데 기반이라서  타격하는것도 개멋있고경기보면 상대방 ko 시켰을때 하는 피니쉬포즈도졸라멋있다 진짜 엄청난 강자인데 챔피언을 못해서 아쉽다 ㅠ유명한일화중에 하나가 사촌동생인가 뭔가가 억울한 누명으로경찰서에 잡혀갔나 두둘겨맞았나?? 암튼 그런 사건에 휘말렸는데화가나서  혼자서 경찰서 쳐들어감경찰 수십명을 혼자  맨손으로 초박살낸 일화가 유명하다,1
10025,교타로가 전형적인 인자강 씹재능충임 맷집도 존나쌔서 KO안되고 복싱전향후 귀신같이 동양헤비급챔피언 ㅋㅋ 요즘은 노화와서 세계챔피언전에서 패배,1
10026,저거랑 살아남기시리즈 학교에 가져오는순간 바로 인싸행,0
10027,돼지고기 파는곳들 대부분 정육점에서 고기받는게아니라 도매시장에서 받음?,0
10028,"정의당, 전교조가 요즘 고등학생들 열심히 선동 중우파는 철구한테 감사해야 된다",0
10029,그냥 가서 강간한다음에 깜빵한번 다녀와라요즘 깜빵가면 존나 편하다. 일과시간에 책이나 좀 읽다가저녁ㅇ되면 tv 컴퓨터 플스 다 있는 방에서 혼자 즐기다가 10시에 잠들면 되고하루 세끼 존나 잘나온다,1
10030,"법을 어겨서 화내는게 아니라, 내가 누리지 못하는걸 나 몰래 누리니까 빡치는거임.",1
10031,일리가 있구나,0
10032,걍 쭉 그렇게 믿고 살어 빙신아,1
10033,요로결석이 있으면 물많이 먹어,0
10034,미안한데 국공립 4년제 나왔고 필드나와보니 졸업장 별루 필요없더라.,0
10035,"6. 그라우베 페이토쟈는""브라질리언 킥""을 만든 (1988년인가 1989년도에 그의 스승격인 프란시스코 휘리오 당시선수가 만들었다고 주장함)애제자로써 프란시스코 휘리오는 재일교포 2세 문장규(마쓰이 쇼케이)와 함께 극진회 슈퍼스타였지.. 어쨋든 스승이 극진쪽에선 적이 없는 괴물 스테미너의 선수였지만 k1에서 성공을 못하자 자신의 제자로 만회하련 느낌이 들었음 (실제 경기에 자주 관전및 코칭스탭으로 나옴) 근데 이때 그의 평생의 악연?인 후배~ 정도회관의 슈퍼스타 쉐미슐트가 전성기때라서 두고두고 (내가 알기론 4번 경기치뤄서 모두 패함) 수년간 큰 아픔을 겪었지. 실제 둘의 경기때에는 극진회 주제가,깃발 나오고 오야마 마스타츠(최영의 초대총재) 이름 나오고 다음에 후배격인 정도회관 주제가와 깃발나오고 이시이 카즈요시(정도회관 초대총재 /실은 요절한 다른 인물이 정도회관 설립에 중추였는데 이름이'"":;"")나왔던..",0
10036,논밭대학교,0
10037,개꿀이라는데 친구두놈 9급충임,1
10038,웃기고 있네 가세연이 정상이냐 박사모지,1
10039,보고 느끼는게 없냐,0
10040,하늘 존나 어두침침해서 기분나쁜데,0
10041,걍 한국인 특징임. 잘못된거만 알려주면되는데 꼽주고 갈구는거. 글쓴이 미필이냐,1
10042,래미안도 래미안 나름이지 어느지역에.따라 다르지,0
10043,교사한테는 학생이 제자지만,0
10044,오랜만에보는 조킬러~~,0
10045,"외적인 부분, 모양새로 단정짓는 습성이",0
10046,ㅇㅂ에선 좌좀분탕이란 오해를 살 수밖에 없음,1
10047,경찰이 무혐의로 종결후 검찰에 보고안해도 됨. 검찰의 보완수사 요구를 거부할 수 있게 됨.  지금은 검사의 지휘하에서 수사권있음,0
10048,폰 둘이서 만난것 같노,0
10049,ㅇㅇ  ㄹㅇ임,0
10050,옛날에 게임하다가 알게된년이랑 만났는데 뚱녀였다 하루 먹고 연락 차단 했는데 자괴감 씹오진다 꼬추자르고 싶을정도로,1
10051,서울시장이 뭔데 국방까지 관여함 ㅋㅋ,0
10052,김대중은?,0
10053,나만한 세입자없음 씨발,1
10054,비번조합만들면 무적임 ㅇㅇ,0
10055,당신은 따뜻한사람~~~~~~,0
10056,핵폭발하고 지들좋아하는 개천기로 업글해쥬쇼.,0
10057,왜 내 인생을 여자한테 쪽 빨리고 사냐?,1
10058,아줌마가 노가다하면 남자들한테 존나 따임,1
10059,"쟤 말도 틀림. 쟤 말대로 하자면 천한직업 가진 사람도 대접을 받아야 한다는 당위 명제에는 동의하지만 사람의 가치에 귀천이 없다는 명제엔 동의 할 수 없다. 사람에겐 분명히 귀천이 있다. 허구헌날 게임이나하고 술만 처먹으며 인생낭비하는 망나니와 일평생 국가만을 위해 살아온 사람과 가치가 동등할까? 직업에도, 사람에도 귀천이 있다.",0
10060,그나마 절반은 은혜를 안잊고있자나,0
10061,근데 니들은 저게 진짜라고 믿는거냐?일베에서 허세부리는 망상충하고 뭐가 다르냐 저게,1
10062,틀딱드라마 조연으로 많이나옴,1
10063,일본어 잘하나보네,0
10064,으따 이 우주도 일본이 창조했당께요?!? 예수님도 알고보니 일본인이셨당깨요?!?,0
10065,간단하게 말해,0
10066,공손하노.,0
10067,감동실화냐 와 선생님들..,0
10068,지랄똥싸구덜자빠졌네,1
10069,개 병신 새끼들이 잘해주면 자기 아래로 보고 어떻게든 더 뜯어먹을려고 함진짜 개병신 종특 시발 ㅋㅋ,1
10070,돈받는게 짱인듯,0
10071,승제는 까지마라.. 승제없었으면 취직도 결혼도 못했다,0
10072,저게 리얼리티 프로도 아니고ㅋㅋ 시트콤에서 말한걸 왜 지랄이냐? 미친놈들인가ㅋㅋㅋ라고 생각했는데김민교도 저 방송에서 참전용사 할배 연기했다가 직잡찾아가서 사과까지함ㅋㅋ그리고 저 프로 기획한 피디는 짤렸음.,1
10073,달게 받자 ☺️,0
10074,모두가 비슷하게 생각해도 입 밖에 내면 안 되는 말이 있는 건데... 용접'이나' 하라고 했다면 언어 선택에서 화자 본인의 가치평가가 들어가 있다고 판단해야지. 그러면 욕먹어도 싸다. 본인이 본인 말에서 용접을 평가절하 했으니까.,0
10075,ㅋㅋㅋㅋㅋㅋㅋ원하는대로 ㅋㅋㅋ,0
10076,편의점주?,0
10077,줄서봄니다~,0
10078,게기판 옵션 넣으라는거지...,0
10079,연기에 냄새에 ,0
10080,벌레들 ㅉㅉ,1
10081,야사올렸다고 강간당하고 자살당할 이유는 없는거임,1
10082,짱개새끼를 존나게 빨아대네.,1
10083,이사진은 선거끝날때까지 계속올려주시기바랍니다,0
10084,빠는거 많이 찍음,0
10085,앞에 어머니시냐? 가능하다고 전해드려라 ,0
10086,골프는 안좋아했나보네 ㅋ,0
10087,@봉봉주세효 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
10088,이기 뭐라꼬 빵터지노,0
10089,애초에 왜 싸우냐? a라고 했다가 b라고 한들 그게 머가 어떻냐? 그냥  그래? 알았어 그건 그렇고 섹스나하자 하면 서로가 편 할 일 아니냐어차피 가진거 하나 없이 더 이상 잃을 것도 없는 놈이 a면 어떻고 b면 어떠냐??인생 좆도 없어 그냥 섹스나 하면서 쾌락 느끼고 살다가 틀니차고 있다가 노짱 보러가면 되는 거야내일 가서 무릎 꿇고 존나 빌고 다시는 그러면 손모가지 자른다고 하고맥주에다가 치킨 시켜서 먹고난다음에 물고빨고 섹스하고 나면 앙금은 있겠지만 언제 그랬냐는 듯이 또 봉합됨그것이 부부관계임딸치지말고 모아서 중요할때 사용하라 이 말이야,1
10090,저도 그 부분에서 울었어요,0
10091,네다통,1
10092,한줄기 빛 드립은 인정한다. ,0
10093,그건 개인간 관계에서 그렇고..,0
10094,옛날 아파트들 현관입구에 툭 튀어나온 거기에 독 둔다는것같음,0
10095,똑같이 해줘라. 쫌,0
10096,아하부장을 펨코에서보네 ㅋㅋ 레시피 개좋음 ㄹㅇ 실패한적 단한번도없다,0
10097,이 땅에 살던 모든 사람들이 부활하여 하나님께 심판을 받을 것이다.,0
10098,자지를 용접해버렸네,1
10099,잘하는군요 잘해요.,0
10100,못생겨도 자기관리를 하면 기존보다는 나아집니다.,0
10101,그냥 횡보 중. 9억 이하는 몇달 후에 여파가 갈것임.,0
10102,캬.....너무 잘봤습니다 밖이라섯 유툽은 집에서 볼께욧 일단 ㅊㅊ!6,0
10103,울산게이ㅎㅇㅋㅋㅋ,1
10104,ㅋㅋㅋㅋㅋㅋㅋㄱ 사실상 인스티즈랑 다를게 없노,0
10105,오픈카 이런 개념인가?,0
10106,일베 인기스타냐 ㅋㅋㅋ,0
10107,제목 읽기 개힘드네일단 ㅁㅈㅎ줌,1
10108,너 맨날올려서 이런거 척척박사잖어 ㅋㅋㅋ 이색기진짜,1
10109,강릉에서 도배알바 부사수가 일급 20땡긴다,0
10110,어떤 놈는 선거에 맞춰서 남북정상회담도 조작질 해대는데 어떤 년은 선거가 코앞인데 담배값을 두배나 쳐올리고 자빠짐 진짜 미친 또라이년,1
10111,니가 억울하면,0
10112,익명 게시판은 거르는게 답,0
10113,내가 아는건 그리즈만 에메르송 등등,0
10114,이 반일국뽕 개색기들은 일본을 배제하고 미국만 따르면 된다는 개소리를 하고 앉아있음.,1
10115,이럴땐 사이다 럼프형,0
10116,헉! 조선족!,0
10117,강간범은 뒷구멍 개통으로 정의구현 웃흥웃흥,1
10118,지금이랑 다를바 없네,0
10119,그게 바로 니가 프레임에 걸린거임 ㅂㅅ아 ㅋㅋ,1
10120,부랄탁!,1
10121,조센도 만만찮아얼마전에 일가족 모두가 보험사기쳐 보험금6억을삥땅한 일도 있었는 데 저건 암껏도 아님보험사기를 중형으로 다스리는 선진국에 비해솜방망이만 휘두르는 개판判 부터 조져야 함 ,1
10122,질본대응은 백점만점,0
10123,심정은 이해가고 첫줄도 공감하는데같은 남자로써이러는건 겁나 이해안됨ㅋㅋ 세상에 미친짓거리한 남자가 한둘이아닌데 왜 그걸 같은 남자라고 부끄러워해야하는지,1
10124,AV도 가능할려나 ㅋㅋ,1
10125,80퍼나 90퍼나 에휴;,0
10126,"QE는, 매번 남중국해 온다고 하는데, 왜 진짜로 오지는 않노.",0
10127,제발 아멘,0
10128,애미로드 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
10129,필리핀이면 돈백이면 해결되겠네요,0
10130,요즘은 남자도 겉눈썹 정리한다고 하던데,0
10131,찾아본다고 노력한건 좋은데 장묘시설내에서 처리가 끝나면 폐기물이 아닌게 맞음 ㅇㅇ근데 처리를 끝낸게 아니라 화장 후의 부산물을 갖고 나와서 집에 뒀자나?그건 폐기물이 맞고그걸 도로 장묘시설에 가져가서 납골당 같은곳에 보관하면 괜찮은데그냥 뒷마당에 뿌렸자나??? 이건 폐기물 관리법 위반이 맞음 ㅇㅇ멍청한놈 ㅋㅋㅋㅋㅋ,1
10132,ㅋㅋㅋ 저 표정 손모양. ,0
10133,틀무새랑 자한당무새들 싹 사라진 신기한 글이네 ㄷㄷㄷ,1
10134,백퍼센트 일주일도 못치고 창고행ㅋㅋㅋ,0
10135,이제 헤루조센에서는 경찰이 체고조넘이시다 머리를 조아려라,0
10136,난 모유물,1
10137,니땜에 더 깜 ㅅㄱ,0
10138,"이새키는 관상은 과학이 아닌것 같기도 한데ㅣ 하는짓이 503, 아베,나베 하는짓과 비슷함",1
10139,복싱 배워라 원투 펀치로 쉽게 제압가능 ,0
10140,우리는 이미 너희 쪽본을 지도에서 지웠다 ,0
10141,그리고 독립군을 도왔습니다... 교포도 대한민국 사람입니다 ㅠㅠ,0
10142,우하하하~~ 건투를 빈다.,0
10143,잘됐네 빈자리에 남경이나 다시 채워넣어라,0
10144,찐따 좆같은 점 :사실 따지고 보면 찐따가 피해준건 없음근데 만인의 적임,1
10145,저글 니들얘기야.,1
10146,ㄹㅇ 나는 걍 깔끔한거 좋아해서 공부하러 갈때 제외하고 꾸밈 ,0
10147,노짱 사진 4기가있음,1
10148,ㅋㅋ ㅇㅈ,0
10149,훠훠훠 진즁권씨바둑이보내겠슘니돠 컴퓨터확인해보시죠 쪕쪕쪕 ,0
10150,쟤 알바좀 그만풀라해라ㅋㅋㅋㅋㅋㅋ,0
10151,화산터짐? 심하누?,0
10152,최근에 본 실사화 중에 젤 잘 만든 거 같네 ㄷㄷ,0
10153,근데 수도권에 일자리도 몰려있음,0
10154,슬슬 기어들어 와도 해줄까 말까인데 별 거지국이 깝치고 앉았네,1
10155,중국여자  떡여행은  괜춘  가슴큼,1
10156,정신적 피해보상 소송준비 하시는듯 ㅋㅋㅋㅋㅋ진짜 이런선비같은 아재한테   7등급 드립이나치는 쌍년 ㅋ,1
10157,어디서 근무 하는데?,0
10158,그런 의미에서 밥이나 사라,0
10159,방생하지마라....,0
10160,그렇게 되면 또 품귀현상이 일어날 것이고 뒷켠에서는 또 사재기를 하는 사람들이 생겨나겠죠~,0
10161,캬.ㅅㅂ니네집에 빈대도사냐 얼마나 ㅈ같이생활하면 그런게 다보이겟노?,1
10162,흙아니냐,0
10163,'유쾌하시네'라는 리플에 꽂혀서 ㅈㄴ 웃음 ㅋㅋㅋㅋㅋㅋㅋ,1
10164,예수는 지구최대의 사기꾼일수도 있음 ,0
10165,전두환 우표가 제일 싸더라,0
10166,중이 제머리 못깎음,0
10167,김포는 뭐 김 네장씩 싸먹는 새끼들이냐?,1
10168,우리때는 늙어도 일 가능하지 586들은 일 못 할듯 거기가 마지노선,0
10169,짤 ㅇㅂ,0
10170,그래 씨발년아 내가 저 본문쓴새끼 처지가 하도 딱하고 맘이 아파서 좀 오바했다  ,1
10171,순하고 착하면 남자는 등쳐먹히고 여자는 걸레되기 딱 좋은 듯,1
10172,저거 포스팅하는 사람이 소개할꺼 넣을꺼 없어서 잡아 넣은거지 뭔 국가기관드립이야.,0
10173,"남자보다 18%만큼 덜 주면 된다. 여러가지 다른 요인도 많지만, 남자근로시간이 여자근로시간보다 더 많거든.",0
10174,내 또래치고 괜찮다. 아직 꽤 곱다. ,0
10175,성결교가 기독교 3대 종파중에 가장 규모가 작지요,0
10176,역삼도 원룸사는 창녀들 존나 많다 ㅋㅋ,1
10177,저 가운데 앉은분이 말하길 여자 질크기는 입크기와 비례한다 하였음 즉 입작은 여자만나라 ,1
10178,나 메이커만 사 입는데 ㅋ메이커 아닌 옷들은 도대체 어디서 사야 되는지도 모르겠다 솔직히,0
10179,미친년인데 ㅋㅋ,1
10180,조회수 믿지마라 돈 주면 조작 가능하다 지금 조회수 믿을 수 없다 ,0
10181,오호 이거 맞는 둣,0
10182,김구라에게 달릴 머리가 165에 달림,0
10183,인생좆망테크 탓네 어휴,1
10184,병신 빡대가리 반일국뽕 수준 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
10185,MBC? ㅁㅈㅎ,0
10186,그럼 시발년아 니가 잠수한 곳이 이상한 거지,1
10187,너 틀니 2주 압수,1
10188,조만간 민주당 정당가입도하고,0
10189,넘어가 지금의 대한민국 있는거고 ㅋㅋㅋㅋㅋ ,0
10190,"애들아 진지하게 질문하나 하자내가 고기를 존나게 좋아한다 특히 돼지고기,삼겹살을 진짜 삼시세끼 매일 먹고 싶은데 정육점이나 고기집하면 고기 매일 먹을수 있냐? 진짜 진지함 정육점이나 고기집 들어가서 직원으로 일하면 매일 고기 먹냐? 고기 먹는 직업좀 알려줘라 나 그러면 평생 일할수 있음 (돈 많이 벌어서 그돈으로 고기 많이 사먹으란 개씹소리는 하지말고 )",1
10191,죄인아 너만 부엉이바위가서 뒈져주면 국민대통합된다남북통일도 되고제발 가라 부엉이바위로,1
10192,현재 모든 헬조선인은 양반 노비 양쪽 dna를 전부 갖고 있음 굳이 양반노비 나눌필요가 없음 노비인구가 압도적으로 많은 나라였으니 노비의 dna를 더많이 가졌겠지 노비종족이라고 봐도 무방함 양반후손입네 하는게 다 지랄육갑떠는거에 불과함,1
10193,친중이니 친미니 친일이니 ~,1
10194,블라한다 ㅂㅂㅂ,0
10195,이것도 얼굴이 준비물이네,0
10196,자기 목을 자기 손으로 칼로 썰어내는 판국인데 오천만 개돼지들은 뭘 모르는 거냐?,1
10197,돈내고 받아 씁생이시키들아 500조,1
10198,보지오? ,0
10199,꼴리면 정상이냐?,1
10200,넵,0
10201,뒷문,0
10202,조ㅈ만아,1
10203,모자 개이쁜데 어디꺼예요?,0
10204,아이들은 선생의 말을 믿고 따르게 되어 있음,0
10205,좋은자료 ㄱㅅ합니다,0
10206,말도 안되는 개소리임 ㅋㅋ 컴퓨터쪽 지식 조금만있어도 개소린거암,1
10207,그리고 들은바로는 PE는 석사이상 되야한다고...,0
10208,금수저야 동수저야?,0
10209,"씨발 문재앙 때문이냐? 왜 점점 사회가 공산주의화 되가냐?니들 보고 용접공 하려면 할 거냐? 니 자식 새끼 용접공 시키라면 시킬 거냐고사무직과 용접공 둘 다 급여 조건이 똑같다는 가정 하에 용접공 선택하는 사람이 몇이나 될 거 같냐?그게 싫어서 학창시절부터 열심히 공부해서 좋은 성적 받은 사람이 좋은 급여와 조건에서 일하는게 맞지.뭘 자꾸 용접공도 훌륭한 직업이네 뭐네 개소리를 해.물론, 누군가는 반드시 해야하는 일이지만 그게 너라면 , 너에게 그것말고 선택의 폭이 넓다면 안 할 거잖아.왜 자꾸 개씹소리들을 씨부려.공부 못하면 직업 선택의 폭이 좁아진다는 말은 한 건데 왜 이리들 광분함?",1
10210,사람이나 동물이나 증상나타나면 늦어요.,0
10211,게다가 도움 주려고 주변 정리 해준 여자랑 고양이 때문에 파혼.......  >.< 미챠.....,0
10212,참 추잡하다 진짜 .. 아들내미 고맙다는 인사도 없이 받아 쳐먹는다는거보니 보니 모전자전이네 .가정교육 존나 중요하다 ㅋㅋㅋㅋㅋㅋㅋ,1
10213,4.기쁨조 운영,0
10214,최고다! ,0
10215,내일 얼굴공개 여부가 된다고 하는데 지켜봐야죠,0
10216,"진짜 왜들 문재인에 미쳤냐 못느끼나.,,잘못되가고있다는걸",0
10217,이제 알았냐? 빠른 이민만이 답이다.애국? 좆까라 그래라.,1
10218,자기도 도움을 받았으니 그거에 대한 도리를 한듯,0
10219,나 외국에 있기 때문에 원래부터 스냅임,0
10220,일본이 규제가 왜 없음ㅋㅋ,0
10221,서울 7시가  불체자 불법입국자등등 많을수밖ㅇ ㅔ없음 바닷가랑 가깝고 집값도 쌈  서울에 속해있지만  사실상 인천 경기도에 가까운 동네임 그러니 불체 외노자 조선족 짱개등등 온갖 인간들 다 들락날락 함,1
10222,ㅋㅋㅋㅋ 개인입장에서 업체 통하는 메리트가 뭐임?,0
10223,는 희망사항이고 중견이라도 들어가면 감지덕지다 ㅠ,0
10224,철수가 드디어 대가리 철판 깔았네^^,1
10225,하기사 벌레가 뇌같은게 있을리가...,1
10226,와 씨 애들 한동안 무서워서 잠도 못잤겠다.,0
10227,고당 때 좆같이 생긴애 이름이 김종대였는데 ㅋㅋㅋㅋ,1
10228,코는 성형한 거지?,0
10229,그게 어디서나온 자료냐?,0
10230,일게이들이 제일 좋아하는 소재,1
10231,에고... 세상이 어찌되려구... ㅠ.ㅠ,0
10232,이게 정답이노,0
10233,조현같은알바가 고기집 서빙하면 손님많이오고 매출늘음 ?,0
10234,그래서 아침10시까찌 번호표 받을라고 기다리는거임,0
10235,필리핀에 코로나 확산 조짐이 있다고 하던데...,0
10236,부러우니까,0
10237,이게 다 빨갱이 때문이라 할겁니다,1
10238,진실로 진실로 속히 이루어질찌어다. 아면.,0
10239,와 한가인은 진짜....여신..,0
10240,돈가스 샤부샤부 라멘 카레 어디서 유레한 음식 이노? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
10241,원래 결혼해서 알콩달콩 잘 사는애들은 이런데 글 안올린다 올릴 이유가 없지결혼생활 씹창난 놈들만 결혼하지말라고 광광 우는거야,1
10242,병신 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
10243,ㅋㅋㅋㅋ씨발,1
10244,머래 홍어새끼야 예전엔 돈이없어서 가방끈 짧았으니까 제조업으로라도 먹고살아야되서 인구많은 경상도에 공장 많이 지어서 용접공이 많은거지 경상도 애들이 머가리가 딸리는게 아니다 홍어색기야,1
10245,IT사업가?  ㅋㅋ왜 고소당할까 무서워? ㅋㅋㅋ,0
10246,남자들 성욕주체못하는 병신만들고 뭐만해도 처벌받게하려는거지,1
10247,소갈비이이이이이잇!,0
10248,0랩 새끼들은 닥치자,1
10249,ㅇㅂㅋㅋㅋㅋ,0
10250,얼마나 관장을 잘하면 주짓수하면서 관장하노 ㄷㄷ,0
10251,유니폼색도 딱이야,0
10252,이미 알고 있어서 ㅁㅈㅎ주려고 했는데1렙이라 ㅁㅈㅎ 못줘서 속으로 애미 욕함,1
10253,선생님이 틀린말 하신거 아니었네 ,0
10254,추천한여자도 짤라야된다,1
10255,여대생 냉찌꺼기 빨아먹고싶다 ,1
10256,근데 저래 가버리면 그것도 안될것같고,0
10257,보통 노가더들이 나처럼 되지 말고 공부 하라는 충고질을 하는데머리 나쁘면 공부 아무리 해봤자 시간과 돈만 버림공부야 말로 씹 재능충들이 하는 일인걸 모르고 저렇게 말하는 경우가 대다수고더러는 알면서도 자기 머리 나쁘다고 말하긴 싫으니 저렇게 말하는 거고결국은 사람은 자기 팔자대로 사는 거임.노가더들은 공부하라는 충고 대신 일하는 노하우나몰래 농땡이 치는 팁을 전수하는게 오히려 듣는 사람 에겐 공부할 동기부여가 더 됨,1
10258,비위좋노 게이야 취존한다이기,1
10259,그래서 너 기분나빠?,0
10260,그거 필리핀에서도 봤고 발리에서도봤음. 발리에선 배에서 내려서 수영으로 해변까지가는데 그 절벽보다 멀리서 내림. 그래서 바닥안보이는곳에서부터 수영시작해서 갑자기얕아지는데까지 맨몸으로 수영해서가는데 스릴 ㅆㅅㅌㅊ,0
10261,박근혜 개씨발년,1
10262,지원하고 싶네요.,0
10263,전라도 +20~40 여자+ 골수좌익들   그럼 저 지지율이 맞아    아니다 아니다 정신승리하다  총선때 쇼크 먹지 말고  ,0
10264,먹방은 역시 쯔양,0
10265,조만간 주진요 만들어지는거아니냐 ,0
10266,병신아 걍 인터넷에 찾아보면 되지,1
10267,하도 욕처먹어서 오래 살겠네~ 그렇게 욕처먹으면서 댓글다는 이유가 뭔가? 이게 직업이니? 650원? 너도 참 애잔하다ㅠㅠ 나이 꽤나 먹었을텐데...,1
10268,닉갑 오지고 병신색기,1
10269,오 전라민주당 굿아이디어.,0
10270,저거 대본이잖아  글쓴이 선동 ㅁㅈㅎ,0
10271,오작교입니다,0
10272,한번써본거라니까ㅋㅋ 한국인쓰지ㅋㅋ,0
10273,철들었을때부터 같이 살았을거아녀,0
10274,일해서 사먹어,0
10275,ㅋㅋㅋㅋㅋ그래 차라리  뛰어가는거보다 자존심버리고 걸어가는게 서로 낫다,0
10276,정신지체장애 국가공인 1등급,0
10277,정부도 대구시에 돈주지 마라,0
10278,"성화봉송, 일본 도착한 날 강풍으로 꺼짐 ㅋㅋㅋ",0
10279,머가리 터진새끼는 ㅁㅈㅎ,1
10280,막상 영남공대 금오공대도 소수들만 취업 잘하지 거의 70~80 좆소 따리인데 딸 존나 치면서 서성한 인문상경보다 취업 잘된다는 꼴.....,1
10281,마. 끝판왕 wbc빼고 중간보스들만 들이미노?,0
10282,저딴거 하고 다니면 극혐인데 그냥 집에서 지들끼리 똥꼬섹스만 하고 평상시에 밖에서 남한테 피해 안주면 노상관이란거임,1
10283,진짜..서울에..미사일한방만....,0
10284,복지제도가 사회주의사상인건 아니?,0
10285,"오체분시, 능지처참",0
10286,솔직히 중국인 입국 거부하는거 찬성한 애들은,0
10287,상식적으로 대리예약하는놈들이 그런다고 못하겠냐 계정 받아서 그걸로 매크로 돌려서 예약해주겠지 그러다 개인정보유출 2차피해 헬피엔딩까지도 이어지기 씹가능이고 병신아;,1
10288,그냥 북한애들보면평생 허벌창으로 사는게 이 나라의 역사엿단말인가 라는?? 비통함과 비참함밖에들지않는다 하..,0
10289,한달에 한두번 집에 갈 수 있는 그런 미개한 근로 조건이라면 누가 하겠음?,0
10290,민주주의의 폐해지 ㅋ 도편추방제같은거임 ㅋㅋ대다수는 누가 뭔 일을 했는지 관심없지. 그저 누군가 물어뜯을 거리만 생기면 생각없이 물어 뜯어댈뿐 ㅋ거기에 민의를 대입하고 정의를 녹여넣으면서 스스로 자기위안삼으면 끝,1
10291,버블도 터져서 돈다발로 보빨 가능한 남자도 존나 줄고 니트가 되어버리니,1
10292,수조원 이지랄났네 미친새끼 ㅋㅋㅋㅋ 이건희 재산이 19조인데 수조원?? 정신나갔냐 ㅋㅋㅋ,1
10293,공부에 흥미 없으면 차라리 용접 배워서 돈 많이 벌라는 선생님의 따뜻한 배려로 들리는데 정상이냐...저렇게 말해주는 선생님이 진짜 선생님이지..,0
10294,예전 텔레비전에서 옛드라마 리뷰해주는 프로그램이 있었는데조형기가 예전에찍은 드라마가 하나있었는데 그냥 동네 놈팽이였는데 저수지 관리라는 완장을 채워줌그뒤로 권력 아닌 권력을 휘두룬다는 드라마였는데 나중에 함 찾아봐라사람이 완장차면 어케 변하는지 딱 보여준다,0
10295,상주 라인업보소 ㅋㅋㅋㅋ,0
10296,여자가 고추만지고 튄다레드라이트,1
10297,예전에 뉴스에나왔잖아 횡단보도에서 담배피던 중국인반달한테 쳐맞아서 죽음 ,1
